Day,Supplier,Distribution_Center,Product_Category,Shipped_Volume,Received_Volume,Performance_Gap
203,S1,B,Meat,24,137.0,-113.0
203,S1,C,Meat,21,150.0,-129.0
203,S1,D,Meat,25,152.0,-127.0
203,S1,E,Meat,71,323.0,-252.0
203,S10,C,Dairy,60,436.0,-376.0
203,S10,D,Dairy,48,390.0,-342.0
203,S10,E,Dairy,126,852.0,-726.0
203,S11,C,Dairy,56,436.0,-380.0
203,S11,D,Dairy,54,390.0,-336.0
203,S11,E,Dairy,127,852.0,-725.0
203,S12,C,Dairy,69,436.0,-367.0
203,S12,D,Dairy,64,390.0,-326.0
203,S12,E,Dairy,110,852.0,-742.0
203,S13,A,Vegetables,82,744.0,-662.0
203,S13,B,Vegetables,67,677.0,-610.0
203,S13,E,Vegetables,152,1538.0,-1386.0
203,S14,A,Vegetables,74,744.0,-670.0
203,S14,B,Vegetables,64,677.0,-613.0
203,S14,E,Vegetables,142,1538.0,-1396.0
203,S15,A,Vegetables,72,744.0,-672.0
203,S15,B,Vegetables,68,677.0,-609.0
203,S15,E,Vegetables,155,1538.0,-1383.0
203,S16,A,Vegetables,84,744.0,-660.0
203,S16,B,Vegetables,62,677.0,-615.0
203,S16,E,Vegetables,142,1538.0,-1396.0
203,S17,A,Vegetables,69,744.0,-675.0
203,S17,B,Vegetables,63,677.0,-614.0
203,S17,E,Vegetables,156,1538.0,-1382.0
203,S18,A,Vegetables,69,744.0,-675.0
203,S18,B,Vegetables,62,677.0,-615.0
203,S18,E,Vegetables,173,1538.0,-1365.0
203,S19,A,Vegetables,72,744.0,-672.0
203,S19,B,Vegetables,68,677.0,-609.0
203,S19,E,Vegetables,143,1538.0,-1395.0
203,S2,A,Meat,35,178.0,-143.0
203,S2,B,Meat,30,137.0,-107.0
203,S2,C,Meat,33,150.0,-117.0
203,S2,D,Meat,36,152.0,-116.0
203,S2,E,Meat,56,323.0,-267.0
203,S20,A,Vegetables,77,744.0,-667.0
203,S20,B,Vegetables,67,677.0,-610.0
203,S20,E,Vegetables,170,1538.0,-1368.0
203,S21,A,Vegetables,66,744.0,-678.0
203,S21,B,Vegetables,72,677.0,-605.0
203,S21,E,Vegetables,166,1538.0,-1372.0
203,S22,A,Vegetables,79,744.0,-665.0
203,S22,B,Vegetables,84,677.0,-593.0
203,S22,E,Vegetables,139,1538.0,-1399.0
203,S23,A,Beverages,148,571.0,-423.0
203,S23,B,Beverages,108,492.0,-384.0
203,S23,C,Beverages,130,570.0,-440.0
203,S23,D,Beverages,135,493.0,-358.0
203,S23,E,Beverages,230,1041.0,-811.0
203,S24,A,Beverages,152,571.0,-419.0
203,S24,B,Beverages,110,492.0,-382.0
203,S24,C,Beverages,154,570.0,-416.0
203,S24,D,Beverages,125,493.0,-368.0
203,S24,E,Beverages,264,1041.0,-777.0
203,S25,A,Beverages,135,571.0,-436.0
203,S25,B,Beverages,125,492.0,-367.0
203,S25,C,Beverages,137,570.0,-433.0
203,S25,D,Beverages,112,493.0,-381.0
203,S25,E,Beverages,266,1041.0,-775.0
203,S26,A,Beverages,136,571.0,-435.0
203,S26,B,Beverages,149,492.0,-343.0
203,S26,C,Beverages,149,570.0,-421.0
203,S26,D,Beverages,121,493.0,-372.0
203,S26,E,Beverages,281,1041.0,-760.0
203,S27,A,Bakery,40,175.0,-135.0
203,S27,B,Bakery,32,129.0,-97.0
203,S27,C,Bakery,38,169.0,-131.0
203,S27,D,Bakery,39,149.0,-110.0
203,S27,E,Bakery,86,321.0,-235.0
203,S28,A,Bakery,37,175.0,-138.0
203,S28,B,Bakery,28,129.0,-101.0
203,S28,C,Bakery,55,169.0,-114.0
203,S28,D,Bakery,38,149.0,-111.0
203,S28,E,Bakery,91,321.0,-230.0
203,S29,A,Bakery,55,175.0,-120.0
203,S29,B,Bakery,41,129.0,-88.0
203,S29,C,Bakery,36,169.0,-133.0
203,S29,D,Bakery,35,149.0,-114.0
203,S29,E,Bakery,73,321.0,-248.0
203,S3,A,Meat,33,178.0,-145.0
203,S3,B,Meat,28,137.0,-109.0
203,S3,C,Meat,39,150.0,-111.0
203,S3,D,Meat,30,152.0,-122.0
203,S3,E,Meat,59,323.0,-264.0
203,S30,A,Bakery,43,175.0,-132.0
203,S30,B,Bakery,28,129.0,-101.0
203,S30,C,Bakery,40,169.0,-129.0
203,S30,D,Bakery,37,149.0,-112.0
203,S30,E,Bakery,71,321.0,-250.0
203,S4,A,Meat,38,178.0,-140.0
203,S4,B,Meat,32,137.0,-105.0
203,S4,C,Meat,34,150.0,-116.0
203,S4,D,Meat,30,152.0,-122.0
203,S4,E,Meat,69,323.0,-254.0
203,S5,A,Meat,40,178.0,-138.0
203,S5,B,Meat,23,137.0,-114.0
203,S5,C,Meat,23,150.0,-127.0
203,S5,D,Meat,31,152.0,-121.0
203,S5,E,Meat,68,323.0,-255.0
203,S6,C,Dairy,60,436.0,-376.0
203,S6,D,Dairy,58,390.0,-332.0
203,S6,E,Dairy,112,852.0,-740.0
203,S7,C,Dairy,66,436.0,-370.0
203,S7,D,Dairy,61,390.0,-329.0
203,S7,E,Dairy,137,852.0,-715.0
203,S8,C,Dairy,54,436.0,-382.0
203,S8,D,Dairy,57,390.0,-333.0
203,S8,E,Dairy,131,852.0,-721.0
203,S9,C,Dairy,71,436.0,-365.0
203,S9,D,Dairy,48,390.0,-342.0
203,S9,E,Dairy,109,852.0,-743.0
204,S1,A,Meat,27,151.0,-124.0
204,S1,B,Meat,36,157.0,-121.0
204,S1,C,Meat,33,150.0,-117.0
204,S1,D,Meat,43,160.0,-117.0
204,S1,E,Meat,55,288.0,-233.0
204,S10,C,Dairy,49,394.0,-345.0
204,S10,D,Dairy,56,397.0,-341.0
204,S10,E,Dairy,109,813.0,-704.0
204,S11,C,Dairy,59,394.0,-335.0
204,S11,D,Dairy,67,397.0,-330.0
204,S11,E,Dairy,113,813.0,-700.0
204,S12,C,Dairy,53,394.0,-341.0
204,S12,D,Dairy,48,397.0,-349.0
204,S12,E,Dairy,112,813.0,-701.0
204,S13,A,Vegetables,74,838.0,-764.0
204,S13,B,Vegetables,73,757.0,-684.0
204,S13,E,Vegetables,160,1592.0,-1432.0
204,S14,A,Vegetables,85,838.0,-753.0
204,S14,B,Vegetables,63,757.0,-694.0
204,S14,E,Vegetables,163,1592.0,-1429.0
204,S15,A,Vegetables,102,838.0,-736.0
204,S15,B,Vegetables,83,757.0,-674.0
204,S15,E,Vegetables,161,1592.0,-1431.0
204,S16,A,Vegetables,76,838.0,-762.0
204,S16,B,Vegetables,85,757.0,-672.0
204,S16,E,Vegetables,159,1592.0,-1433.0
204,S17,A,Vegetables,86,838.0,-752.0
204,S17,B,Vegetables,65,757.0,-692.0
204,S17,E,Vegetables,151,1592.0,-1441.0
204,S18,A,Vegetables,91,838.0,-747.0
204,S18,B,Vegetables,72,757.0,-685.0
204,S18,E,Vegetables,159,1592.0,-1433.0
204,S19,A,Vegetables,85,838.0,-753.0
204,S19,B,Vegetables,83,757.0,-674.0
204,S19,E,Vegetables,145,1592.0,-1447.0
204,S2,A,Meat,33,151.0,-118.0
204,S2,B,Meat,30,157.0,-127.0
204,S2,C,Meat,34,150.0,-116.0
204,S2,D,Meat,24,160.0,-136.0
204,S2,E,Meat,53,288.0,-235.0
204,S20,A,Vegetables,73,838.0,-765.0
204,S20,B,Vegetables,80,757.0,-677.0
204,S20,E,Vegetables,152,1592.0,-1440.0
204,S21,A,Vegetables,79,838.0,-759.0
204,S21,B,Vegetables,87,757.0,-670.0
204,S21,E,Vegetables,173,1592.0,-1419.0
204,S22,A,Vegetables,87,838.0,-751.0
204,S22,B,Vegetables,66,757.0,-691.0
204,S22,E,Vegetables,169,1592.0,-1423.0
204,S23,A,Beverages,139,543.0,-404.0
204,S23,B,Beverages,132,517.0,-385.0
204,S23,C,Beverages,158,550.0,-392.0
204,S23,D,Beverages,124,497.0,-373.0
204,S23,E,Beverages,273,1004.0,-731.0
204,S24,A,Beverages,134,543.0,-409.0
204,S24,B,Beverages,130,517.0,-387.0
204,S24,C,Beverages,133,550.0,-417.0
204,S24,D,Beverages,126,497.0,-371.0
204,S24,E,Beverages,280,1004.0,-724.0
204,S25,A,Beverages,130,543.0,-413.0
204,S25,B,Beverages,128,517.0,-389.0
204,S25,C,Beverages,121,550.0,-429.0
204,S25,D,Beverages,116,497.0,-381.0
204,S25,E,Beverages,219,1004.0,-785.0
204,S26,A,Beverages,140,543.0,-403.0
204,S26,B,Beverages,127,517.0,-390.0
204,S26,C,Beverages,138,550.0,-412.0
204,S26,D,Beverages,131,497.0,-366.0
204,S26,E,Beverages,232,1004.0,-772.0
204,S27,A,Bakery,44,146.0,-102.0
204,S27,B,Bakery,36,166.0,-130.0
204,S27,C,Bakery,38,158.0,-120.0
204,S27,D,Bakery,34,140.0,-106.0
204,S27,E,Bakery,83,314.0,-231.0
204,S28,A,Bakery,39,146.0,-107.0
204,S28,B,Bakery,33,166.0,-133.0
204,S28,C,Bakery,40,158.0,-118.0
204,S28,D,Bakery,36,140.0,-104.0
204,S28,E,Bakery,95,314.0,-219.0
204,S29,A,Bakery,30,146.0,-116.0
204,S29,B,Bakery,47,166.0,-119.0
204,S29,C,Bakery,44,158.0,-114.0
204,S29,D,Bakery,36,140.0,-104.0
204,S29,E,Bakery,58,314.0,-256.0
204,S3,A,Meat,34,151.0,-117.0
204,S3,B,Meat,33,157.0,-124.0
204,S3,C,Meat,34,150.0,-116.0
204,S3,D,Meat,33,160.0,-127.0
204,S3,E,Meat,58,288.0,-230.0
204,S30,A,Bakery,33,146.0,-113.0
204,S30,B,Bakery,50,166.0,-116.0
204,S30,C,Bakery,36,158.0,-122.0
204,S30,D,Bakery,34,140.0,-106.0
204,S30,E,Bakery,78,314.0,-236.0
204,S4,A,Meat,22,151.0,-129.0
204,S4,B,Meat,26,157.0,-131.0
204,S4,C,Meat,19,150.0,-131.0
204,S4,D,Meat,25,160.0,-135.0
204,S4,E,Meat,59,288.0,-229.0
204,S5,A,Meat,35,151.0,-116.0
204,S5,B,Meat,32,157.0,-125.0
204,S5,C,Meat,30,150.0,-120.0
204,S5,D,Meat,35,160.0,-125.0
204,S5,E,Meat,63,288.0,-225.0
204,S6,C,Dairy,60,394.0,-334.0
204,S6,D,Dairy,60,397.0,-337.0
204,S6,E,Dairy,147,813.0,-666.0
204,S7,C,Dairy,69,394.0,-325.0
204,S7,D,Dairy,52,397.0,-345.0
204,S7,E,Dairy,102,813.0,-711.0
204,S8,C,Dairy,44,394.0,-350.0
204,S8,D,Dairy,61,397.0,-336.0
204,S8,E,Dairy,117,813.0,-696.0
204,S9,C,Dairy,60,394.0,-334.0
204,S9,D,Dairy,53,397.0,-344.0
204,S9,E,Dairy,113,813.0,-700.0
205,S1,A,Meat,33,167.0,-134.0
205,S1,B,Meat,37,143.0,-106.0
205,S1,C,Meat,27,172.0,-145.0
205,S1,D,Meat,23,140.0,-117.0
205,S1,E,Meat,57,337.0,-280.0
205,S10,C,Dairy,58,390.0,-332.0
205,S10,D,Dairy,59,384.0,-325.0
205,S10,E,Dairy,114,769.0,-655.0
205,S11,C,Dairy,62,390.0,-328.0
205,S11,D,Dairy,52,384.0,-332.0
205,S11,E,Dairy,120,769.0,-649.0
205,S12,C,Dairy,55,390.0,-335.0
205,S12,D,Dairy,59,384.0,-325.0
205,S12,E,Dairy,129,769.0,-640.0
205,S13,A,Vegetables,92,809.0,-717.0
205,S13,B,Vegetables,64,718.0,-654.0
205,S13,E,Vegetables,161,1482.0,-1321.0
205,S14,A,Vegetables,99,809.0,-710.0
205,S14,B,Vegetables,59,718.0,-659.0
205,S14,E,Vegetables,150,1482.0,-1332.0
205,S15,A,Vegetables,68,809.0,-741.0
205,S15,B,Vegetables,73,718.0,-645.0
205,S15,E,Vegetables,164,1482.0,-1318.0
205,S16,A,Vegetables,73,809.0,-736.0
205,S16,B,Vegetables,71,718.0,-647.0
205,S16,E,Vegetables,137,1482.0,-1345.0
205,S17,A,Vegetables,89,809.0,-720.0
205,S17,B,Vegetables,79,718.0,-639.0
205,S17,E,Vegetables,151,1482.0,-1331.0
205,S18,A,Vegetables,73,809.0,-736.0
205,S18,B,Vegetables,74,718.0,-644.0
205,S18,E,Vegetables,142,1482.0,-1340.0
205,S19,A,Vegetables,80,809.0,-729.0
205,S19,B,Vegetables,70,718.0,-648.0
205,S19,E,Vegetables,161,1482.0,-1321.0
205,S2,A,Meat,30,167.0,-137.0
205,S2,B,Meat,29,143.0,-114.0
205,S2,C,Meat,37,172.0,-135.0
205,S2,D,Meat,34,140.0,-106.0
205,S2,E,Meat,70,337.0,-267.0
205,S20,A,Vegetables,71,809.0,-738.0
205,S20,B,Vegetables,86,718.0,-632.0
205,S20,E,Vegetables,146,1482.0,-1336.0
205,S21,A,Vegetables,85,809.0,-724.0
205,S21,B,Vegetables,66,718.0,-652.0
205,S21,E,Vegetables,123,1482.0,-1359.0
205,S22,A,Vegetables,79,809.0,-730.0
205,S22,B,Vegetables,76,718.0,-642.0
205,S22,E,Vegetables,147,1482.0,-1335.0
205,S23,A,Beverages,121,508.0,-387.0
205,S23,B,Beverages,141,501.0,-360.0
205,S23,C,Beverages,146,502.0,-356.0
205,S23,D,Beverages,109,454.0,-345.0
205,S23,E,Beverages,264,1018.0,-754.0
205,S24,A,Beverages,139,508.0,-369.0
205,S24,B,Beverages,131,501.0,-370.0
205,S24,C,Beverages,119,502.0,-383.0
205,S24,D,Beverages,126,454.0,-328.0
205,S24,E,Beverages,280,1018.0,-738.0
205,S25,A,Beverages,131,508.0,-377.0
205,S25,B,Beverages,104,501.0,-397.0
205,S25,C,Beverages,116,502.0,-386.0
205,S25,D,Beverages,123,454.0,-331.0
205,S25,E,Beverages,220,1018.0,-798.0
205,S26,A,Beverages,117,508.0,-391.0
205,S26,B,Beverages,125,501.0,-376.0
205,S26,C,Beverages,121,502.0,-381.0
205,S26,D,Beverages,96,454.0,-358.0
205,S26,E,Beverages,254,1018.0,-764.0
205,S27,A,Bakery,32,163.0,-131.0
205,S27,B,Bakery,35,157.0,-122.0
205,S27,C,Bakery,42,182.0,-140.0
205,S27,D,Bakery,36,141.0,-105.0
205,S27,E,Bakery,72,305.0,-233.0
205,S28,A,Bakery,37,163.0,-126.0
205,S28,B,Bakery,42,157.0,-115.0
205,S28,C,Bakery,57,182.0,-125.0
205,S28,D,Bakery,36,141.0,-105.0
205,S28,E,Bakery,73,305.0,-232.0
205,S29,A,Bakery,50,163.0,-113.0
205,S29,B,Bakery,32,157.0,-125.0
205,S29,C,Bakery,40,182.0,-142.0
205,S29,D,Bakery,34,141.0,-107.0
205,S29,E,Bakery,86,305.0,-219.0
205,S3,A,Meat,32,167.0,-135.0
205,S3,B,Meat,27,143.0,-116.0
205,S3,C,Meat,40,172.0,-132.0
205,S3,D,Meat,31,140.0,-109.0
205,S3,E,Meat,75,337.0,-262.0
205,S30,A,Bakery,44,163.0,-119.0
205,S30,B,Bakery,48,157.0,-109.0
205,S30,C,Bakery,43,182.0,-139.0
205,S30,D,Bakery,35,141.0,-106.0
205,S30,E,Bakery,74,305.0,-231.0
205,S4,A,Meat,31,167.0,-136.0
205,S4,B,Meat,29,143.0,-114.0
205,S4,C,Meat,33,172.0,-139.0
205,S4,D,Meat,29,140.0,-111.0
205,S4,E,Meat,76,337.0,-261.0
205,S5,A,Meat,41,167.0,-126.0
205,S5,B,Meat,21,143.0,-122.0
205,S5,C,Meat,35,172.0,-137.0
205,S5,D,Meat,23,140.0,-117.0
205,S5,E,Meat,59,337.0,-278.0
205,S6,C,Dairy,68,390.0,-322.0
205,S6,D,Dairy,38,384.0,-346.0
205,S6,E,Dairy,105,769.0,-664.0
205,S7,C,Dairy,49,390.0,-341.0
205,S7,D,Dairy,63,384.0,-321.0
205,S7,E,Dairy,89,769.0,-680.0
205,S8,C,Dairy,49,390.0,-341.0
205,S8,D,Dairy,66,384.0,-318.0
205,S8,E,Dairy,109,769.0,-660.0
205,S9,C,Dairy,49,390.0,-341.0
205,S9,D,Dairy,47,384.0,-337.0
205,S9,E,Dairy,103,769.0,-666.0
206,S1,A,Meat,36,162.0,-126.0
206,S1,B,Meat,25,145.0,-120.0
206,S1,C,Meat,27,161.0,-134.0
206,S1,D,Meat,41,174.0,-133.0
206,S1,E,Meat,56,324.0,-268.0
206,S10,C,Dairy,62,428.0,-366.0
206,S10,D,Dairy,60,438.0,-378.0
206,S10,E,Dairy,132,826.0,-694.0
206,S11,C,Dairy,63,428.0,-365.0
206,S11,D,Dairy,52,438.0,-386.0
206,S11,E,Dairy,106,826.0,-720.0
206,S12,C,Dairy,55,428.0,-373.0
206,S12,D,Dairy,50,438.0,-388.0
206,S12,E,Dairy,115,826.0,-711.0
206,S13,A,Vegetables,95,880.0,-785.0
206,S13,B,Vegetables,74,785.0,-711.0
206,S13,E,Vegetables,154,1702.0,-1548.0
206,S14,A,Vegetables,93,880.0,-787.0
206,S14,B,Vegetables,78,785.0,-707.0
206,S14,E,Vegetables,188,1702.0,-1514.0
206,S15,A,Vegetables,87,880.0,-793.0
206,S15,B,Vegetables,71,785.0,-714.0
206,S15,E,Vegetables,175,1702.0,-1527.0
206,S16,A,Vegetables,82,880.0,-798.0
206,S16,B,Vegetables,75,785.0,-710.0
206,S16,E,Vegetables,176,1702.0,-1526.0
206,S17,A,Vegetables,78,880.0,-802.0
206,S17,B,Vegetables,76,785.0,-709.0
206,S17,E,Vegetables,158,1702.0,-1544.0
206,S18,A,Vegetables,99,880.0,-781.0
206,S18,B,Vegetables,81,785.0,-704.0
206,S18,E,Vegetables,176,1702.0,-1526.0
206,S19,A,Vegetables,83,880.0,-797.0
206,S19,B,Vegetables,100,785.0,-685.0
206,S19,E,Vegetables,175,1702.0,-1527.0
206,S2,A,Meat,27,162.0,-135.0
206,S2,B,Meat,33,145.0,-112.0
206,S2,C,Meat,31,161.0,-130.0
206,S2,D,Meat,37,174.0,-137.0
206,S2,E,Meat,76,324.0,-248.0
206,S20,A,Vegetables,83,880.0,-797.0
206,S20,B,Vegetables,78,785.0,-707.0
206,S20,E,Vegetables,167,1702.0,-1535.0
206,S21,A,Vegetables,84,880.0,-796.0
206,S21,B,Vegetables,79,785.0,-706.0
206,S21,E,Vegetables,157,1702.0,-1545.0
206,S22,A,Vegetables,96,880.0,-784.0
206,S22,B,Vegetables,73,785.0,-712.0
206,S22,E,Vegetables,176,1702.0,-1526.0
206,S23,A,Beverages,145,593.0,-448.0
206,S23,B,Beverages,131,504.0,-373.0
206,S23,C,Beverages,165,633.0,-468.0
206,S23,D,Beverages,130,555.0,-425.0
206,S23,E,Beverages,288,1106.0,-818.0
206,S24,A,Beverages,154,593.0,-439.0
206,S24,B,Beverages,134,504.0,-370.0
206,S24,C,Beverages,153,633.0,-480.0
206,S24,D,Beverages,156,555.0,-399.0
206,S24,E,Beverages,292,1106.0,-814.0
206,S25,A,Beverages,137,593.0,-456.0
206,S25,B,Beverages,120,504.0,-384.0
206,S25,C,Beverages,156,633.0,-477.0
206,S25,D,Beverages,124,555.0,-431.0
206,S25,E,Beverages,257,1106.0,-849.0
206,S26,A,Beverages,157,593.0,-436.0
206,S26,B,Beverages,119,504.0,-385.0
206,S26,C,Beverages,159,633.0,-474.0
206,S26,D,Beverages,145,555.0,-410.0
206,S26,E,Beverages,269,1106.0,-837.0
206,S27,A,Bakery,44,162.0,-118.0
206,S27,B,Bakery,43,166.0,-123.0
206,S27,C,Bakery,39,168.0,-129.0
206,S27,D,Bakery,39,168.0,-129.0
206,S27,E,Bakery,80,326.0,-246.0
206,S28,A,Bakery,41,162.0,-121.0
206,S28,B,Bakery,47,166.0,-119.0
206,S28,C,Bakery,38,168.0,-130.0
206,S28,D,Bakery,47,168.0,-121.0
206,S28,E,Bakery,80,326.0,-246.0
206,S29,A,Bakery,36,162.0,-126.0
206,S29,B,Bakery,35,166.0,-131.0
206,S29,C,Bakery,56,168.0,-112.0
206,S29,D,Bakery,45,168.0,-123.0
206,S29,E,Bakery,81,326.0,-245.0
206,S3,A,Meat,39,162.0,-123.0
206,S3,B,Meat,34,145.0,-111.0
206,S3,C,Meat,42,161.0,-119.0
206,S3,D,Meat,22,174.0,-152.0
206,S3,E,Meat,66,324.0,-258.0
206,S30,A,Bakery,41,162.0,-121.0
206,S30,B,Bakery,41,166.0,-125.0
206,S30,C,Bakery,35,168.0,-133.0
206,S30,D,Bakery,37,168.0,-131.0
206,S30,E,Bakery,85,326.0,-241.0
206,S4,A,Meat,26,162.0,-136.0
206,S4,B,Meat,30,145.0,-115.0
206,S4,C,Meat,32,161.0,-129.0
206,S4,D,Meat,39,174.0,-135.0
206,S4,E,Meat,69,324.0,-255.0
206,S5,A,Meat,34,162.0,-128.0
206,S5,B,Meat,23,145.0,-122.0
206,S5,C,Meat,29,161.0,-132.0
206,S5,D,Meat,35,174.0,-139.0
206,S5,E,Meat,57,324.0,-267.0
206,S6,C,Dairy,68,428.0,-360.0
206,S6,D,Dairy,78,438.0,-360.0
206,S6,E,Dairy,118,826.0,-708.0
206,S7,C,Dairy,56,428.0,-372.0
206,S7,D,Dairy,51,438.0,-387.0
206,S7,E,Dairy,136,826.0,-690.0
206,S8,C,Dairy,64,428.0,-364.0
206,S8,D,Dairy,80,438.0,-358.0
206,S8,E,Dairy,100,826.0,-726.0
206,S9,C,Dairy,60,428.0,-368.0
206,S9,D,Dairy,67,438.0,-371.0
206,S9,E,Dairy,119,826.0,-707.0
207,S1,A,Meat,28,154.0,-126.0
207,S1,B,Meat,31,172.0,-141.0
207,S1,C,Meat,32,158.0,-126.0
207,S1,D,Meat,26,146.0,-120.0
207,S1,E,Meat,65,363.0,-298.0
207,S10,C,Dairy,57,429.0,-372.0
207,S10,D,Dairy,58,420.0,-362.0
207,S10,E,Dairy,96,808.0,-712.0
207,S11,C,Dairy,59,429.0,-370.0
207,S11,D,Dairy,55,420.0,-365.0
207,S11,E,Dairy,123,808.0,-685.0
207,S12,C,Dairy,67,429.0,-362.0
207,S12,D,Dairy,58,420.0,-362.0
207,S12,E,Dairy,126,808.0,-682.0
207,S13,A,Vegetables,89,809.0,-720.0
207,S13,B,Vegetables,70,789.0,-719.0
207,S13,E,Vegetables,155,1589.0,-1434.0
207,S14,A,Vegetables,71,809.0,-738.0
207,S14,B,Vegetables,63,789.0,-726.0
207,S14,E,Vegetables,158,1589.0,-1431.0
207,S15,A,Vegetables,77,809.0,-732.0
207,S15,B,Vegetables,94,789.0,-695.0
207,S15,E,Vegetables,145,1589.0,-1444.0
207,S16,A,Vegetables,70,809.0,-739.0
207,S16,B,Vegetables,71,789.0,-718.0
207,S16,E,Vegetables,168,1589.0,-1421.0
207,S17,A,Vegetables,93,809.0,-716.0
207,S17,B,Vegetables,80,789.0,-709.0
207,S17,E,Vegetables,163,1589.0,-1426.0
207,S18,A,Vegetables,85,809.0,-724.0
207,S18,B,Vegetables,70,789.0,-719.0
207,S18,E,Vegetables,161,1589.0,-1428.0
207,S19,A,Vegetables,92,809.0,-717.0
207,S19,B,Vegetables,83,789.0,-706.0
207,S19,E,Vegetables,167,1589.0,-1422.0
207,S2,A,Meat,32,154.0,-122.0
207,S2,B,Meat,43,172.0,-129.0
207,S2,C,Meat,32,158.0,-126.0
207,S2,D,Meat,29,146.0,-117.0
207,S2,E,Meat,64,363.0,-299.0
207,S20,A,Vegetables,73,809.0,-736.0
207,S20,B,Vegetables,87,789.0,-702.0
207,S20,E,Vegetables,151,1589.0,-1438.0
207,S21,A,Vegetables,79,809.0,-730.0
207,S21,B,Vegetables,83,789.0,-706.0
207,S21,E,Vegetables,166,1589.0,-1423.0
207,S22,A,Vegetables,80,809.0,-729.0
207,S22,B,Vegetables,88,789.0,-701.0
207,S22,E,Vegetables,155,1589.0,-1434.0
207,S23,A,Beverages,149,602.0,-453.0
207,S23,B,Beverages,141,550.0,-409.0
207,S23,C,Beverages,140,547.0,-407.0
207,S23,D,Beverages,120,507.0,-387.0
207,S23,E,Beverages,266,1069.0,-803.0
207,S24,A,Beverages,143,602.0,-459.0
207,S24,B,Beverages,114,550.0,-436.0
207,S24,C,Beverages,128,547.0,-419.0
207,S24,D,Beverages,135,507.0,-372.0
207,S24,E,Beverages,248,1069.0,-821.0
207,S25,A,Beverages,153,602.0,-449.0
207,S25,B,Beverages,149,550.0,-401.0
207,S25,C,Beverages,127,547.0,-420.0
207,S25,D,Beverages,118,507.0,-389.0
207,S25,E,Beverages,289,1069.0,-780.0
207,S26,A,Beverages,157,602.0,-445.0
207,S26,B,Beverages,146,550.0,-404.0
207,S26,C,Beverages,152,547.0,-395.0
207,S26,D,Beverages,134,507.0,-373.0
207,S26,E,Beverages,266,1069.0,-803.0
207,S27,A,Bakery,40,183.0,-143.0
207,S27,B,Bakery,44,182.0,-138.0
207,S27,C,Bakery,47,167.0,-120.0
207,S27,D,Bakery,40,169.0,-129.0
207,S27,E,Bakery,101,361.0,-260.0
207,S28,A,Bakery,41,183.0,-142.0
207,S28,B,Bakery,46,182.0,-136.0
207,S28,C,Bakery,40,167.0,-127.0
207,S28,D,Bakery,47,169.0,-122.0
207,S28,E,Bakery,103,361.0,-258.0
207,S29,A,Bakery,41,183.0,-142.0
207,S29,B,Bakery,47,182.0,-135.0
207,S29,C,Bakery,38,167.0,-129.0
207,S29,D,Bakery,36,169.0,-133.0
207,S29,E,Bakery,84,361.0,-277.0
207,S3,A,Meat,31,154.0,-123.0
207,S3,B,Meat,28,172.0,-144.0
207,S3,C,Meat,28,158.0,-130.0
207,S3,D,Meat,33,146.0,-113.0
207,S3,E,Meat,71,363.0,-292.0
207,S30,A,Bakery,61,183.0,-122.0
207,S30,B,Bakery,45,182.0,-137.0
207,S30,C,Bakery,42,167.0,-125.0
207,S30,D,Bakery,46,169.0,-123.0
207,S30,E,Bakery,73,361.0,-288.0
207,S4,A,Meat,30,154.0,-124.0
207,S4,B,Meat,39,172.0,-133.0
207,S4,C,Meat,34,158.0,-124.0
207,S4,D,Meat,27,146.0,-119.0
207,S4,E,Meat,83,363.0,-280.0
207,S5,A,Meat,33,154.0,-121.0
207,S5,B,Meat,31,172.0,-141.0
207,S5,C,Meat,32,158.0,-126.0
207,S5,D,Meat,31,146.0,-115.0
207,S5,E,Meat,80,363.0,-283.0
207,S6,C,Dairy,72,429.0,-357.0
207,S6,D,Dairy,67,420.0,-353.0
207,S6,E,Dairy,112,808.0,-696.0
207,S7,C,Dairy,60,429.0,-369.0
207,S7,D,Dairy,60,420.0,-360.0
207,S7,E,Dairy,116,808.0,-692.0
207,S8,C,Dairy,50,429.0,-379.0
207,S8,D,Dairy,50,420.0,-370.0
207,S8,E,Dairy,121,808.0,-687.0
207,S9,C,Dairy,64,429.0,-365.0
207,S9,D,Dairy,72,420.0,-348.0
207,S9,E,Dairy,114,808.0,-694.0
208,S1,A,Meat,37,162.0,-125.0
208,S1,B,Meat,35,149.0,-114.0
208,S1,C,Meat,42,182.0,-140.0
208,S1,D,Meat,31,161.0,-130.0
208,S1,E,Meat,57,300.0,-243.0
208,S10,C,Dairy,53,404.0,-351.0
208,S10,D,Dairy,43,381.0,-338.0
208,S10,E,Dairy,127,819.0,-692.0
208,S11,C,Dairy,61,404.0,-343.0
208,S11,D,Dairy,71,381.0,-310.0
208,S11,E,Dairy,123,819.0,-696.0
208,S12,C,Dairy,54,404.0,-350.0
208,S12,D,Dairy,50,381.0,-331.0
208,S12,E,Dairy,105,819.0,-714.0
208,S13,A,Vegetables,83,846.0,-763.0
208,S13,B,Vegetables,54,704.0,-650.0
208,S13,E,Vegetables,151,1613.0,-1462.0
208,S14,A,Vegetables,96,846.0,-750.0
208,S14,B,Vegetables,84,704.0,-620.0
208,S14,E,Vegetables,161,1613.0,-1452.0
208,S15,A,Vegetables,86,846.0,-760.0
